City,Purchase_Amount
South Curtis,175.13
South Curtisview,48.24
South Cynthia,776.1700000000001
South Cynthiafurt,314.64
South Cynthialand,471.55
South Cynthiamouth,458.09
South Cynthiaport,361.75
South Cynthiaside,339.95
South Cynthiastad,375.0
South Daisyhaven,236.01
South Dakotaton,441.64
South Dale,412.55
South Dalestad,13.19
South Daltonview,442.14
South Dan,171.24
South Dana,739.07
South Danamouth,354.21
South Daniel,3228.29
South Danielborough,129.74
South Danielburgh,714.27
South Danielbury,339.31
South Danielchester,61.89
South Danielhaven,404.61
South Danielland,116.37
South Danielle,2911.24
South Daniellefort,452.59
South Daniellefurt,94.5
South Daniellemouth,480.44
South Danielleton,392.9
South Danielleview,20.63
South Danielmouth,405.26
South Danielshire,64.67
South Danielside,426.88
South Danielstad,137.33
South Danieltown,397.21
South Danielview,129.11
South Danielville,45.83
South Danny,663.73
South Dannymouth,369.57
South Dannyview,98.31
South Darius,15.39
South Darlene,815.2
South Darlenehaven,295.57
South Darrellville,58.15
South Darren,1129.38
South Darrenberg,296.22
South Darrenhaven,114.23
South Darrenview,41.18
South Darrenville,69.18
South Darrylburgh,72.16
South Darylburgh,34.54
South David,6780.55
South Davidberg,370.74
South Davidborough,399.43
South Davidburgh,233.01
South Davidbury,585.4300000000001
South Davidchester,439.65
South Davidfort,756.01
South Davidfurt,124.36000000000001
South Davidhaven,939.44
South Davidland,21.47
South Davidmouth,1046.24
South Davidshire,68.74
South Davidside,484.31
South Davidstad,110.84
South Davidton,189.76
South Davidview,547.4
South Davidville,953.04
South Dawn,1367.02
South Dawnbury,346.16
South Dawnfurt,121.91
South Deanborough,404.4
South Deanna,672.6600000000001
South Deannamouth,194.6
South Deannaton,468.88
South Deanport,38.42
South Deanton,299.16
South Debbie,377.51
South Debbieton,314.3
South Deborah,1440.99
South Deborahborough,495.17999999999995
South Deborahburgh,54.84
South Deborahchester,450.93
South Deborahfurt,18.88
South Deborahhaven,71.31
South Deborahville,366.81
South Debra,955.37
South Debraberg,398.89
South Debrabury,487.71
South Debrafurt,212.52
South Debraton,102.16
South Debratown,371.44
South Debraview,359.92
South Denise,56.36
South Deniseberg,70.77
South Denisehaven,11.74
South Deniseland,117.21
South Deniseton,437.82
South Deniseview,459.9
South Deniseville,370.56
South Dennis,476.81
South Dennischester,350.14
South Dennismouth,113.64
South Dennisside,595.0699999999999
South Dennisville,341.53
South Derek,572.15
South Derekburgh,35.25
South Derekchester,311.98
South Derrick,619.32
South Derrickburgh,271.15
South Derrickside,428.85
South Derrickton,232.66
South Derrickville,264.26
South Desiree,168.78
South Desireetown,61.13
South Destiny,158.99
South Devin,337.66
South Devinport,340.43
South Devon,52.75
South Diana,620.22
South Dianaberg,229.1
South Dianahaven,485.96
South Dianastad,316.54
South Diane,523.5799999999999
South Dianeberg,185.89
South Dianemouth,182.01
South Dianeview,278.98
South Dominicfort,645.69
South Dominicview,32.86
South Dominique,480.53
South Donald,1258.15
South Donaldberg,494.98
South Donaldchester,151.57
South Donaldhaven,420.63
South Donaldmouth,237.54
South Donaldside,453.25
South Donaldstad,297.7
South Donaldton,188.35
South Donaldtown,304.04
South Donna,1800.9099999999999
South Donnamouth,905.4000000000001
South Donnaport,191.31
South Donnaton,337.93
South Dorothyport,160.15
South Douglas,1655.6100000000001
South Douglasberg,358.48
South Douglasburgh,459.79
South Douglasfurt,134.99
South Douglasland,230.09
South Douglasport,121.38
South Douglasstad,403.13
South Douglaston,176.53
South Douglasview,150.41
South Drew,377.16
South Duanechester,336.72
South Dustin,963.55
South Dustinberg,394.07
South Dustinview,239.48
South Dwayneport,253.88
South Dylan,357.23
South Earlchester,14.17
South Eddie,427.12
South Eddiebury,479.31
South Eduardoburgh,377.05
South Eduardofort,111.21
South Edward,1478.28
South Edwardberg,657.76
South Edwardborough,152.56
South Edwardbury,302.03
South Edwardmouth,109.42
South Edwardshire,380.63
South Edwardside,492.09
South Edwardview,192.98
South Edwin,281.03
South Edwinchester,205.68
South Eileen,257.53
South Elaine,386.21
South Elijah,435.18
South Elizabeth,1815.32
South Elizabethberg,17.31
South Elizabethburgh,220.26
South Elizabethbury,354.92
South Elizabethfort,447.27
South Elizabethhaven,658.72
South Elizabethland,99.14
South Elizabethmouth,577.28
South Elizabethport,168.73
South Elizabethside,377.0
South Elizabethstad,338.45
South Elizabethtown,426.36
South Elizabethview,26.82
South Elizabethville,452.51
South Ellenburgh,390.49
South Emily,2763.07
South Emilyberg,187.7
South Emilychester,506.61
South Emilyfurt,168.67
South Emilyland,45.38
South Emilymouth,197.31
South Emilyport,222.76
South Emilyshire,239.57
South Emilyton,118.38
South Emmaton,85.31
South Eric,3935.2
South Erica,1158.14
South Ericaborough,27.71
South Ericafort,454.98
South Ericastad,485.17
South Ericaview,323.56
South Ericaville,34.02
South Ericchester,68.67
South Ericfort,407.16
South Ericland,107.65
South Ericmouth,463.97
South Ericport,232.63
South Ericstad,156.74
South Ericton,143.75
South Erictown,460.39
South Ericview,21.79
South Erik,13.22
South Erika,544.86
South Erikmouth,296.1
South Eriktown,125.57
South Erikville,441.92
South Erin,542.03
South Erinberg,399.8
South Erinbury,106.84
South Erinfurt,157.89
South Erinhaven,303.04999999999995
South Erinstad,423.4
South Erinview,477.08
South Ernestbury,163.13
South Ernestchester,339.47
South Ethan,246.55
South Eugene,171.85
South Eugeneland,174.55
South Evan,216.42
South Evelyn,870.26
South Faithchester,300.82
South Felicia,384.57
South Fernando,181.65
South Fernandoberg,274.29
South Francisco,139.3
South Franciscohaven,429.24
South Franciscoton,249.76
South Frank,1400.02
South Frankberg,521.85
South Frankborough,377.49
South Frankburgh,108.38
South Frankhaven,40.99
South Frankport,290.88
South Frankside,71.44
South Frederick,547.83
South Gabriel,171.34
South Gabrielatown,466.76
South Gabrielborough,408.64
South Gabrielburgh,483.01
South Gabrielbury,241.27
South Gabrielleville,69.22
South Gabrielview,217.83
South Gailside,452.76
South Garrett,1076.21
South Garrettside,326.94
South Gary,1006.12
South Garyburgh,402.48
South Garyport,313.45
South Garytown,170.36
South Garyview,94.11
South Gavinbury,135.67
South Gavinview,175.33
South George,274.38
South Georgefurt,479.8
South Georgeville,88.87
South Gerald,1061.67
South Geraldchester,19.25
South Gilbertmouth,292.8
South Gina,1175.71
South Ginafurt,371.49
South Ginahaven,370.28
South Ginaport,15.86
South Ginaside,112.81
South Glenda,354.2
South Glenn,526.34
South Glennstad,332.57
South Gloria,305.83000000000004
South Gloriaton,354.97
South Grant,170.20999999999998
South Greg,605.38
South Gregory,2316.19
South Gregoryberg,199.58
South Gregorybury,425.39
South Gregorymouth,1115.07
South Gregoryshire,304.39
South Gregorystad,62.68
South Gregoryview,38.84
South Gwendolyn,417.0
South Hailey,474.13
South Haileyborough,245.46
South Haleyburgh,338.66
South Haleyfurt,93.28
South Haleyhaven,66.14
South Hannah,1540.47
South Hannahchester,346.46
South Hannahhaven,309.14
South Hannahland,440.36
South Hannahside,154.64
South Harold,502.77
South Haroldchester,127.21
South Haroldview,304.16
South Harryfurt,297.08
South Harryland,307.2
South Harrymouth,150.11
South Harryville,283.2
South Heather,3262.24
South Heatherburgh,497.98
South Heatherbury,503.83000000000004
South Heatherchester,266.05
South Heatherfurt,414.54
South Heatherhaven,424.35
South Heathermouth,414.24
South Heatherside,348.34
South Heathertown,200.17
South Heatherview,14.54
South Heatherville,206.69
South Hector,301.8
South Heidi,778.89
South Heidifurt,144.54
South Helenchester,429.95
South Helenfort,81.83
South Henry,1072.21
South Henryfurt,336.73
South Henryside,471.98
South Holly,452.08
South Hollyland,311.36
South Hollystad,48.22
South Howardview,354.2
South Hunterfort,155.89
South Hunterland,202.92
South Ian,380.81
South Ianchester,21.62
South Ianhaven,232.4
South Isabel,137.13
South Ivan,423.17
South Ivanfurt,245.7
South Jack,289.62
South Jackie,877.8900000000001
South Jackieborough,226.75
South Jackport,427.53
South Jacob,1980.71
South Jacobburgh,473.72
South Jacobland,232.07
South Jacobport,340.03
South Jacobside,436.48
South Jacobstad,50.37
South Jacqueline,1814.69
South Jacquelineberg,446.88
South Jadeton,89.67
South Jaime,331.81
South Jaimemouth,49.8
South Jake,391.06
South Jakeberg,293.23
South James,7092.32
South Jamesborough,1063.46
South Jamesburgh,401.09
South Jamesbury,664.8199999999999
South Jameschester,455.69
South Jamesfort,758.08
South Jamesfurt,45.86
South Jameshaven,582.49
South Jamesland,355.42
South Jamesport,129.39
South Jamesshire,766.97
South Jamesside,70.04
South Jameston,65.2
South Jamestown,176.74
South Jamesview,267.02
South Jamesville,444.35
South Jamie,1622.0600000000002
South Jamiebury,388.25
South Jamiefort,657.39
South Jamietown,937.5999999999999
South Janet,950.6800000000001
South Janetfurt,457.17
South Janeton,219.98
South Janetview,415.88
South Janice,267.22
South Janicehaven,497.66
South Jared,503.76
South Jaredborough,423.48
South Jaredton,452.15
South Jasmine,592.09
South Jasmineborough,42.59
South Jasmineview,181.66
South Jason,4467.28
South Jasonberg,445.24
South Jasonburgh,347.2
South Jasonbury,455.8
South Jasonfurt,234.45
South Jasonmouth,127.85
South Jasonport,229.63
South Jasonside,72.81
South Jasonstad,342.07
South Jasonton,375.33
South Jasontown,448.67
South Jasonview,849.6
South Jasonville,364.19
South Jay,478.55
South Jayburgh,114.14
South Jaybury,470.05
South Jean,143.98000000000002
South Jeanette,228.24
South Jeanne,456.58
South Jeff,726.32
South Jeffborough,329.85
South Jefferyside,192.31
South Jefferyville,427.29
South Jeffrey,1780.04
South Jeffreyberg,809.28
South Jeffreyborough,243.51
South Jeffreyburgh,17.27
South Jeffreybury,357.69
South Jeffreyfort,415.21
South Jeffreyside,104.73
South Jeffreystad,372.46
South Jeffreytown,427.88
South Jeffreyview,309.9
South Jenna,14.14
South Jennaberg,479.61
South Jennaborough,364.74
South Jennifer,6472.27
South Jenniferberg,348.55
South Jenniferborough,410.44
South Jenniferchester,517.14
South Jenniferhaven,21.95
South Jenniferland,231.26
South Jennifermouth,69.85
South Jenniferport,408.9
South Jennifershire,47.3
South Jenniferside,193.43
South Jenniferton,419.88
South Jennifertown,734.3100000000001
South Jenniferview,398.68
South Jenniferville,687.8
South Jennyland,151.07
South Jeremiahside,25.12
South Jeremiahstad,17.88
South Jeremy,1949.94
South Jeremyland,463.11
South Jeremyside,744.8199999999999
South Jeromeport,203.3
South Jerry,861.65
South Jerrychester,245.28
South Jerryside,411.55
South Jesse,615.15
South Jessechester,250.13
South Jessica,3072.53
South Jessicaborough,232.44
South Jessicaburgh,318.3
South Jessicabury,70.61
South Jessicachester,643.0699999999999
South Jessicafort,131.42
South Jessicafurt,197.87
South Jessicahaven,374.3
South Jessicaport,377.27
South Jessicaside,160.39
South Jessicastad,104.09
South Jessicatown,399.45
South Jessicaville,12.76
South Jesus,822.4300000000001
South Jill,631.3299999999999
South Jillbury,339.73
South Jillian,351.04
South Jillshire,212.08
South Jimchester,10.5
South Jimfurt,309.85
South Jimmyfurt,462.77
South Jimmyside,411.44
South Jo,852.74
South Joan,305.78
South Joanna,258.52
South Joannaton,29.57
South Joanne,601.71
South Jocelyntown,21.91
South Joe,441.03999999999996
South Joelbury,443.12
South Joelfort,284.51
South Joelfurt,184.91
South Joelmouth,479.45
South Joelport,274.23
South Joelshire,92.6
South Joelview,473.21
South John,8410.31
South Johnathan,485.52
South Johnathanchester,88.72
South Johnberg,305.39
South Johnborough,439.43
South Johnbury,476.70000000000005
South Johnchester,458.31
South Johnfort,80.35
South Johnfurt,146.23
South Johnmouth,747.76
South Johnny,332.94
South Johnnyhaven,157.57
South Johnnyton,381.99
South Johnshire,1124.73
South Johnside,191.9
South Johnstad,1205.54
South Johntown,543.27
South Johnview,522.78
South Johnville,208.94
South Jon,809.38
South Jonathan,1867.92
South Jonathanfort,158.31
South Jonathanhaven,733.79
South Jonathanland,35.68
South Jonathanmouth,441.73
South Jonathanstad,55.64
South Jonathantown,461.26
South Jonathanville,18.69
South Jonathon,396.81
South Jonfort,29.21
South Jonport,341.88
South Jordan,57.7
South Jordanborough,493.0
South Jordanfurt,215.76
South Jose,703.53
South Josechester,157.93
South Josehaven,458.59000000000003
South Joseph,3890.56
South Josephberg,384.95
South Josephborough,58.13
South Josephburgh,375.18
South Josephchester,382.03
South Josephmouth,351.12
South Josephshire,324.21
South Josephton,292.24
South Josephtown,494.1
South Josephville,1232.58
South Joseshire,200.96
South Joseview,922.57
South Joshua,2474.01
South Joshuaborough,442.54
South Joshuaburgh,357.44
South Joshuachester,577.9200000000001
South Joshualand,483.24
South Joshuamouth,213.38
South Joshuaport,129.26
South Joshuaside,493.51
South Joshuastad,348.48
South Joymouth,115.26
South Joytown,501.83000000000004
South Juan,618.54
South Juanborough,368.02
South Juanburgh,306.65
South Juanfurt,427.40999999999997
South Juanton,323.22
South Judy,225.5
South Juliabury,487.77
South Juliafort,386.51
South Juliafurt,238.6
South Juliastad,160.88
South Julie,1344.82
South Juliemouth,154.9
South Julieview,79.35
South Julieville,546.25
South Justin,3135.02
South Justinburgh,341.57
South Justinfort,265.63
South Justinfurt,498.69
South Justinhaven,342.69
South Justinstad,284.81
South Justintown,52.38
South Justinville,21.25
South Kaitlinport,465.61
South Kaitlyn,522.53
South Kaitlynmouth,85.01
South Kaitlynton,264.85
South Karaland,214.22
South Karen,813.8299999999999
South Karenberg,46.32
South Karenfort,319.74
South Karenfurt,143.5
South Karenstad,854.98
South Karenton,18.54
South Karinaborough,86.72
South Karlmouth,165.98
South Katelyn,368.56
South Katelynbury,273.07
South Katherine,811.07
South Katherineberg,413.04
South Katherineborough,333.08
South Katherinechester,276.02
South Katherinehaven,375.34
South Katherinetown,403.49
South Kathleen,349.46000000000004
South Kathleentown,432.26
South Kathleenville,240.68
South Kathryn,377.57
South Kathrynbury,495.3
South Kathrynmouth,317.42
South Kathrynstad,383.18
South Kathrynton,218.91
South Kathrynview,113.95
South Kathy,509.18
South Kathyborough,223.46
South Kathyfort,290.97
South Kathyside,113.2
South Katie,1364.89
South Katieberg,300.12
South Katiebury,579.51
South Katiechester,248.81
South Katieshire,164.67
South Katrina,53.94
South Katrinachester,66.54
South Katrinastad,78.57
South Katrinatown,204.95
South Kayla,581.79
South Kaylaberg,67.2
South Kaylaburgh,724.65
South Kaylachester,432.54
South Kaylafurt,559.69
South Kaylahaven,23.85
South Kaylashire,125.24
South Kaylaside,37.95
South Kaylaton,447.87
South Kayleeshire,358.01
South Keith,425.82000000000005
South Keithberg,376.5
South Keithburgh,11.47
South Keithchester,39.28
South Keithfurt,254.83
South Keithhaven,381.26
South Keithport,231.26
South Keithton,144.43
South Kelli,220.37
South Kelliberg,376.67
South Kelly,1263.71
South Kellyberg,234.06
South Kellyborough,525.9
South Kellychester,171.63
South Kellyfort,427.08
South Kellyhaven,347.71
South Kellyport,181.09
South Kellyshire,65.97
South Kellyton,418.12
South Kellyview,387.04
South Kellyville,217.11
South Kelsey,1011.4000000000001
South Kelseyborough,112.48
South Kendrahaven,25.74
South Kenneth,799.8
South Kennethburgh,443.04
South Kennethbury,575.56
South Kennethfort,284.07
South Kennethfurt,94.84
South Kennethland,67.1
South Kennethmouth,472.16
South Kennethport,183.72
South Kennethside,146.3
South Kennethstad,327.05
South Kennethtown,393.71
South Kennethville,417.77
South Kerry,536.36
South Kevin,2596.04
South Kevinborough,211.35
South Kevinbury,293.88
South Kevinchester,460.24
South Kevinfort,665.46
South Kevinfurt,316.65
South Kevinland,269.09000000000003
South Kevinmouth,600.6500000000001
South Kevinport,364.74
South Kevinshire,341.79
South Kevinton,424.04
South Kevinview,474.24
South Kiara,146.03
South Kim,368.07
South Kimberg,562.26
South Kimberly,3468.47
South Kimberlyborough,766.72
South Kimberlybury,325.04
South Kimberlychester,145.68
South Kimberlyfurt,169.08
South Kimberlyhaven,324.06
South Kimberlyland,287.22
South Kimberlymouth,386.38
South Kimberlyport,517.6800000000001
South Kimberlyshire,1093.01
South Kimberlyton,331.22
South Kimberlyview,761.12
South Kimbury,64.49
South Kirkfurt,286.77
South Krista,253.99
South Kristaport,186.49
South Kristen,667.18
South Kristenchester,477.3
South Kristenmouth,351.85
South Kristie,27.38
South Kristiestad,413.56
South Kristin,1621.2
South Kristina,360.42
South Kristine,429.05
South Kristinehaven,463.89
South Kristineport,487.81
South Kristinfurt,293.17
South Kristinhaven,295.21
South Kristinmouth,354.3
South Kristopherport,395.14
South Kristyhaven,143.6
South Kristytown,391.73
South Krystalbury,472.46
South Krystalstad,423.76
South Kurt,457.65
South Kyle,1971.64
South Kylebury,246.62
South Kyleland,494.78
South Kyleton,227.78
South Kyletown,41.77
South Lance,783.39
South Lanceborough,294.57
South Larry,846.98
South Larryfort,380.11
South Larryland,438.0
South Larrymouth,518.8100000000001
South Larryville,272.33
South Latoya,161.7
South Latoyamouth,144.92
South Laura,2293.73
South Laurabury,1268.42
South Laurachester,561.75
South Laurafort,470.39
South Laurafurt,492.24
South Lauraport,493.05
South Lauraside,446.58
South Lauren,625.17
South Laurenborough,392.99
South Laurenbury,479.28
South Laurenchester,20.17
South Laurenfort,191.52
South Laurenmouth,168.52
South Laurenton,441.4
South Laurieland,143.76
South Lauriemouth,461.74
South Laurieport,399.23
South Lawrence,664.27
South Lawrenceborough,110.99
South Lawrenceburgh,240.5
South Leah,753.34
South Leahchester,200.3
South Leahland,39.11
South Leahtown,355.28
South Lee,327.28
South Leeburgh,70.24
South Leemouth,415.54
South Leetown,17.18
South Leon,319.33
South Leonard,523.6700000000001
South Leroy,161.84
South Leroyfurt,17.36
South Leslie,1073.98
South Leslieborough,139.75
South Leslieport,14.77
South Lesliestad,199.2
South Linda,1050.34
South Lindaborough,328.58
South Lindaside,362.28
South Lindsay,588.73
South Lindsaystad,71.87
South Lindsey,427.76
South Lindseytown,352.6
South Lisa,6224.02
South Lisaborough,418.51
South Lisaburgh,154.24
South Lisabury,208.16
South Lisafort,167.32
South Lisafurt,480.0
South Lisaland,264.77
South Lisamouth,217.17000000000002
South Lisaport,173.87
South Lisashire,247.08
South Lisastad,330.45
South Lisaton,400.23
South Lisatown,924.62
South Lisaview,91.38
South Loganchester,421.11
South Lonnieburgh,66.07
South Lori,2033.6799999999998
South Lorifort,636.1700000000001
South Lorifurt,146.71
South Lorimouth,622.95
South Loriside,290.18
South Lorraine,404.59
South Louis,551.53
South Louistown,297.55
South Lucas,207.72
South Lucasfurt,270.38
South Luis,758.15
South Lydiaberg,105.65
South Lydiabury,173.62
South Lynnhaven,430.29
South Lynnmouth,361.84
South Mackenzie,255.05
South Mackenzieport,393.23
South Madelinefurt,180.99
South Madisonberg,192.1
South Madisonburgh,217.51
South Madisonfort,212.63
South Malik,237.11
South Mallory,117.45
South Malloryborough,469.73
South Manuel,10.1
South Manuelburgh,146.06
South Manueltown,419.99
South Marc,492.71
South Marcfurt,122.25
South Marciafort,493.11
South Marco,182.15
South Marcobury,149.17
South Marcus,63.02
South Marcushaven,196.61
South Marcusmouth,147.8
South Marcusside,373.71
South Marcusstad,100.16
South Margaret,1126.1299999999999
South Margaretburgh,117.34
South Margaretbury,311.84
South Margaretmouth,110.18
South Margaretport,429.85
South Maria,1188.3
South Mariah,788.05
South Marialand,449.83
South Mariaside,45.84
South Mariatown,92.69
South Mariaville,394.86
South Marie,245.66
South Mariemouth,388.44
South Mario,52.38
South Mariofort,288.69
South Marisa,224.93
South Marissa,216.91
South Mark,2846.05
South Markborough,483.35
South Markfort,491.98
South Markhaven,128.6
South Markmouth,195.21
South Martha,618.59
South Marthaberg,330.28
South Marthahaven,369.28
South Marthashire,108.74
South Martin,1220.9
South Martinburgh,472.84
South Marvin,262.64
South Mary,3453.36
South Maryberg,404.04
South Maryburgh,439.68
South Marybury,191.36
South Marychester,196.94
South Maryhaven,416.8
South Maryshire,212.45
South Maryside,253.34
South Marystad,472.13
South Maryview,476.32
South Matthew,4956.2
South Matthewborough,338.57
South Matthewbury,831.92
South Matthewfort,446.52
South Matthewfurt,463.77
South Matthewland,565.25
South Matthewmouth,421.75
South Matthewport,568.4499999999999
South Matthewshire,259.63
South Matthewside,522.6899999999999
South Matthewton,137.63
South Matthewtown,303.95
South Matthewview,1076.21
South Matthewville,100.57
South Mauricetown,405.37
South Megan,2147.92
South Meganchester,199.97
South Meganfort,77.65
South Meganfurt,568.0600000000001
South Meganport,441.18
South Meghan,384.19
South Meghanfurt,349.28
South Melanie,941.75
South Melanieburgh,351.04
South Melaniefurt,210.16
South Melaniemouth,189.01
South Melanieton,260.19
South Melanietown,497.74
South Melanieview,27.79
South Melinda,520.9
South Melindabury,283.82
South Melindashire,116.47
South Melissa,2435.98
South Melissaberg,718.4300000000001
South Melissaborough,127.77
South Melissachester,393.28
South Melissafort,539.76
South Melissafurt,430.48
South Melissahaven,157.4
South Melissamouth,684.14
South Melissaport,464.93
South Melissashire,464.27
South Melissaside,95.23
South Melissastad,402.71
South Melissaview,53.8
South Melissaville,535.02
South Melody,604.81
South Mia,12.4
South Michael,8472.4
South Michaelberg,1051.48
South Michaelborough,498.89
South Michaelburgh,716.23
South Michaelbury,475.92
South Michaelchester,420.88
South Michaelfort,380.81
South Michaelfurt,768.77
South Michaelhaven,157.95000000000002
South Michaelland,634.23
South Michaelmouth,1531.5500000000002
South Michaelport,416.9
South Michaelstad,857.31
South Michaelton,635.26
South Michaelview,549.3
South Michaelville,668.43
South Michealbury,477.74
South Michealland,377.77
South Michealton,265.03
South Michelemouth,350.63
South Michelestad,130.04
South Micheleview,200.95
South Michelle,2398.77
South Michelleberg,236.24
South Michelleborough,267.89
South Michelleburgh,187.31
South Michellebury,388.06
South Michellefort,123.32
South Michellefurt,255.91
South Michellemouth,461.09
South Michelleside,387.12
South Michellestad,491.23
South Michelleton,490.35
South Michelletown,316.79
South Michelleview,11.55
South Miguelmouth,367.29
South Mikayla,167.83
South Mikemouth,74.19
South Miranda,416.17
South Mirandaton,216.21
South Misty,622.3100000000001
South Mistyfort,23.05
South Mistymouth,208.8
South Mistyville,240.22
South Mitchell,973.1500000000001
South Mitchellfort,109.12
South Mitchellfurt,244.64
South Mitchellhaven,351.14
South Mitchellmouth,178.73
South Molly,617.24
South Mollyberg,66.86
South Monica,2477.87
South Monicaburgh,291.6
South Monicachester,240.68
South Monicafurt,183.27
South Monicaland,245.71999999999997
South Monicaport,329.19
South Monicaview,400.05
South Monique,354.97
South Morgan,1053.96
South Morganborough,411.29
South Morganbury,460.59
South Morganland,383.79
South Nancy,2151.38
South Nancymouth,236.23
South Nancyport,485.87
South Nancyview,479.77
South Natalie,1382.17
South Nataliefort,261.44
South Nataliemouth,419.4
South Natalieton,62.41
South Natasha,56.57
South Natashaton,57.71
South Natashaville,121.27
South Nathan,2257.69
South Nathanberg,276.06
South Nathaniel,486.26
South Nathanport,157.91
South Nathanview,475.41
South Neilfurt,479.56
South Neilmouth,433.5
South Nicholas,2300.39
South Nicholasborough,344.26
South Nicholaschester,394.63
South Nicholasfort,130.48
South Nicholasshire,174.18
South Nicholasstad,333.0
South Nicholastown,741.62
South Nicholasville,142.87
South Nicholebury,397.52
South Nicole,2793.56
South Nicoleberg,443.51
South Nicolebury,357.69
South Nicolechester,367.25
South Nicolefort,424.26
South Nicolefurt,433.77
South Nicoleport,20.99
South Nicoleshire,294.21
South Nicolestad,210.86
South Nicoleton,170.14
South Nicoleville,295.95
South Ninahaven,212.62
South Noah,393.34
South Normanside,463.1
South Normanstad,419.35
South Olivia,726.27
South Oliviamouth,92.57
South Oliviaton,494.45
South Paigeburgh,124.79
South Pamela,1160.88
South Pamelaberg,84.61
South Pamelabury,28.02
South Pamelachester,465.92
South Pamelastad,20.09
South Patricia,2907.22
South Patriciafort,496.42
South Patriciamouth,209.54
South Patriciashire,318.89
South Patriciaville,98.4
South Patrick,1720.23
South Patrickberg,194.83
South Patrickborough,403.49
South Patrickchester,49.56
South Patrickfort,226.28
South Patrickshire,21.4
South Patrickside,377.77
South Patrickton,330.78
South Patrickville,351.05
South Pattyside,163.78
South Paul,1275.32
South Paula,300.28999999999996
South Paulamouth,496.97
South Paulashire,467.66
South Paulastad,205.07
South Paulberg,270.77
South Paulchester,498.08
South Paulfort,31.08
South Paulhaven,329.46
South Paulmouth,466.52
South Paulport,109.51
South Paulside,458.21
South Peggy,134.79
South Peggyhaven,77.57
South Peggymouth,379.62
South Pennyborough,329.07
South Peter,797.37
South Peterchester,460.9
South Peterfort,173.42
South Peterhaven,351.85
South Petermouth,214.87
South Peterport,393.31
South Philipport,66.12
South Philipside,114.6
South Phillipchester,119.71
South Phillipmouth,87.09
South Phyllis,197.88
South Rachael,826.14
South Rachaelburgh,78.86
South Rachel,1477.6799999999998
South Rachelberg,352.81
South Rachelborough,414.34
South Rachelchester,87.31
South Rachelfort,381.87
South Rachelland,379.91
South Rachelshire,236.68
South Ralphland,226.73
South Ralphmouth,259.49
South Randall,36.8
South Randallborough,48.57
South Randallmouth,29.68
South Randallstad,33.22
South Randy,468.99
South Randymouth,461.39
South Randyport,459.65
South Randyshire,468.29
South Randyton,354.54
South Raven,536.05
South Raymond,1918.9
South Raymondberg,412.38
South Raymondborough,332.8
South Raymondchester,165.39
South Raymondfort,487.95
South Raymondport,44.14
South Raymondview,465.16
South Rebecca,1053.69
South Rebeccaborough,184.78
South Rebeccafort,191.88
South Rebeccafurt,227.97
South Rebeccahaven,791.9300000000001
South Rebeccamouth,87.5
South Rebeccaport,736.36
South Rebeccaside,77.82
South Rebeccaton,474.31
South Rebeccaview,36.97
South Rebekahmouth,341.93
South Rebekahtown,276.31
South Regina,537.09
South Reginaburgh,282.83
South Reginahaven,488.02
South Renee,668.32
South Reneeland,463.81
South Rhondamouth,456.92
South Richard,2074.5099999999998
South Richardberg,294.62
South Richardburgh,410.58
South Richardfort,142.63
South Richardfurt,393.02
South Richardmouth,391.15
South Richardshire,243.9
South Richardton,413.5
South Richardville,383.48
South Rickey,104.03
South Rickside,319.29
South Ricky,426.07
South Rickyberg,301.83
South Rickyborough,258.58
South Rickyburgh,287.52
South Rickymouth,47.52
South Rickystad,440.57
South Rita,94.96
South Ritafurt,472.14
South Ritamouth,417.34
South Robert,8408.82
South Robertborough,370.03000000000003
South Robertchester,698.36
South Robertfort,1205.58
South Robertfurt,963.8299999999999
South Roberthaven,569.3
South Robertland,182.34
South Robertmouth,76.1
South Roberto,374.22999999999996
South Robertofurt,106.46
South Robertoland,466.49
South Robertport,324.6
South Robertshire,428.39
South Robertside,716.05
South Robertstad,359.28999999999996
South Robertton,784.63
South Roberttown,462.92
South Robin,128.46
South Robinchester,347.32
South Robinton,138.34
South Robinville,197.2
South Rodney,384.35
South Roger,871.71
South Rogerberg,172.52
South Rogerport,478.46
South Ronald,1397.73
South Ronaldhaven,156.29
South Ronaldmouth,156.17
South Ronaldport,884.0899999999999
South Ronaldshire,386.01
South Ronaldstad,349.91
South Ronaldtown,227.39
South Ronnieville,179.03
South Ross,476.79
South Rosshaven,362.47
South Russell,445.65
South Russellmouth,37.64
South Ruth,654.4
South Ruthborough,316.04
South Ryan,3138.61
South Ryanberg,347.42
South Ryanchester,463.57
South Ryanmouth,243.12
South Ryanport,58.25
South Ryanshire,236.29
South Ryanton,373.97
South Ryantown,115.21
South Sabrinashire,34.75
South Samantha,2842.15
South Samanthaborough,133.69
South Samanthaburgh,264.59
South Samanthabury,496.73
South Samanthachester,84.84
South Samanthamouth,179.38
South Samanthashire,496.59000000000003
South Samanthastad,577.64
South Samanthaview,168.05
South Samuel,955.11
South Samuelbury,343.59
South Samuelland,168.97
South Samuelstad,409.8
South Samuelton,268.51
South Samueltown,426.93
South Sandra,1005.1
South Sandraburgh,569.54
South Sandrahaven,96.94
South Sandychester,150.89
South Sara,912.46
South Sarah,2601.18
South Sarahberg,417.4
South Sarahchester,137.62
South Sarahhaven,320.16
South Sarahland,460.49
